Specialty,Specialty Code,Package Code,Package Name,Procedure Code,Procedure Name,Procedure Price
ENT,SL,S200016,SL003,Stapedectomy / tympanotomy,SL003A Stapedectomy,13000
ENT,SL,S200025,SL003,Stapedectomy / tympanotomy,SL003B Tympanotomy,13000
"ENT, Surgical Oncology",SL,S200003,SL004,Mastoidectomy,SL004A Simple,28000
"ENT, Surgical Oncology",SL,S200004,SL004,Mastoidectomy,SL004B Radical,28000
"ENT, Surgical Oncology",SL,"S200009,",S200011,SL005,Myringotomy with or without Grommet SL005A Unilateral,5000
"ENT, Surgical Oncology",SL,"S200008,",S200010,SL005,Myringotomy with or without Grommet SL005B Bilateral,5000
ENT,SL,S200051,SL006,Endoscopic DCR,SL006A Endoscopic DCR,19300
ENT,SL,New Package,SL007,Epistaxis treatment - packing,SL007A Epistaxis treatment - packing,1800
ENT,SL,S200055,SL008,Functional septo rhinoplasty,SL008A Functional septo rhinoplasty,21800
ENT,SL,S200047,SL009,Septoplasty,SL009A Septoplasty,12000
ENT,SL,S200037,SL010,Fracture - setting nasal bone,SL010A Fracture - setting nasal bone,8000
ENT,SL,"S200043,",S200044,SL011,Inferior turbinate reduction under GA SL011A Inferior turbinate reduction under GA,5700
ENT,SL,S200040,SL012,Open sinus surgery,SL012A Open sinus surgery,15000
ENT,SL,S200038,SL013,Functional Endoscopic Sinus (FESS),SL013A Functional Endoscopic Sinus (FESS),11000
ENT,SL,S200028,SL014,Ant. Ethmoidal / sphenopalatine artery ligation,SL014A Ant. Ethmoidal artery ligation - Open,15000
ENT,SL,S200028,SL014,Ant. Ethmoidal / sphenopalatine artery ligation,SL014B Ant. Ethmoidal artery ligation - Endoscopic,15000
ENT,SL,New Package,SL014,Ant. Ethmoidal / sphenopalatine artery ligation,SL014C Sphenopalatine artery ligation - Open,15000
ENT,SL,New Package,SL014,Ant. Ethmoidal / sphenopalatine artery ligation,SL014D Sphenopalatine artery ligation - Endoscopic,15000
ENT,SL,S200057,SL015,Adenoidectomy,SL015A Adenoidectomy,5000
ENT,SL,S200074,SL016,Tonsillectomy,SL016A Tonsillectomy - U/L,7500
ENT,SL,S200074,SL016,Tonsillectomy,SL016B Tonsillectomy - B/L,7500
"ENT, Pediatric Surgery",SL,S200069,SL017,Peritonsillar abscess drainage / intraoral calculus,removal SL017A Peritonsillar abscess drainage,5800
"ENT, Pediatric Surgery",SL,New Package,SL017,Peritonsillar abscess drainage / intraoral calculus,removal SL017B Intraoral calculus removal,5800
ENT,SL,S200073,SL018,Thyroglossal / Branchial cyst / sinus / fistula,excision SL018A Thyroglossal cyst excision,15300
ENT,SL,New Package,SL018,Thyroglossal / Branchial cyst / sinus / fistula,excision SL018B Thyroglossal sinus excision,15300
ENT,SL,S200073,SL018,Thyroglossal / Branchial cyst / sinus / fistula,excision SL018C Thyroglossal fistula excision,15300
ENT,SL,S200079,SL018,Thyroglossal / Branchial cyst / sinus / fistula,excision SL018D Branchial sinus excision,15300
ENT,SL,S100011,SL018,Thyroglossal / Branchial cyst / sinus / fistula,excision SL018E Branchial fistula excision,15300
"ENT, Pediatric Surgery",SL,S200077,SL019,Uvulopalatopharyngoplasty (UPPP),SL019A Uvulopalatopharyngoplasty (UPPP),18600
"ENT, Surgical Oncology",SL,New Package,SL020,Excision of tumour of oral cavity / paranasal sinus /,laryngopharynx with or without reconstruction SL020A Excision of tumour of oral cavity / paranasal sinus / laryngopharynx without reconstruction,10000
"ENT, Surgical Oncology",SL,New Package,SL020,Excision of tumour of oral cavity / paranasal sinus /,laryngopharynx with or without reconstruction SL020B Excision of tumour of oral cavity / paranasal sinus / laryngopharynx with pedicled flap reconstruction,36500
"ENT, Surgical Oncology",SL,New Package,SL020,Excision of tumour of oral cavity / paranasal sinus /,laryngopharynx with or without reconstruction SL020C Excision of tumour of oral cavity / paranasal sinus / laryngopharynx with free flap reconstruction,25000
"ENT, Surgical Oncology,",General Surgery,SL,S200075,SL021,Parotidectomy SL021A Total Parotidectomy,28200
"ENT, Surgical Oncology,",General Surgery,SL,S200076,SL021,Parotidectomy SL021B Superficial Parotidectomy,23800
ENT,SL,"S200089,",S100124,SL022,Removal of Submandibular Salivary gland SL022A Removal of Submandibular Salivary gland,9000
ENT,SL,S200088,SL022,Removal of Submandibular Salivary gland,SL022B Removal of Ranula,9000
ENT,SL,S100133,SL022,Removal of Submandibular Salivary gland,SL022C Removal of Submandibular Lymph node,9000
"ENT, Pediatric Surgery",SL,New Package,SL023,Rigid laryngoscopy / bronchoscopy /,oesophagoscopy - Diagnostic + / - biopsy SL023A Rigid laryngoscopy - Diagnostic + / - biopsy,7000
"ENT, Pediatric Surgery",SL,New Package,SL023,Rigid laryngoscopy / bronchoscopy /,oesophagoscopy - Diagnostic + / - biopsy SL023B Rigid bronchoscopy -  Diagnostic + / - biopsy,7000
"ENT, Pediatric Surgery",SL,New Package,SL023,Rigid laryngoscopy / bronchoscopy /,oesophagoscopy - Diagnostic + / - biopsy SL023C Rigid oesophagoscopy - Diagnostic + / - biopsy,7000
ENT,SL,S200058,SL024,Microlaryngeal surgery with or without laser,SL024A Microlaryngeal surgery with or without laser,17000
"ENT, Surgical Oncology",SL,New Package,SL025,Open laryngeal framework surgery / Thyroplasty,SL025A Open laryngeal framework surgery / Thyroplasty,5000
"ENT, All Specialties",SL,S1500021,SL026,Tracheostomy / Tracheotomy,SL026A Tracheostomy,6000
"ENT, All Specialties",SL,New Package,SL026,Tracheostomy / Tracheotomy,SL026B Tracheotomy,6000
"ENT, Surgical Oncology,",General Surgery,SL,New Package,SL027,Neck dissection SL027A Selective Benign neck tumour excision,18800
"ENT, Surgical Oncology,",General Surgery,SL,New Package,SL027,Neck dissection SL027B Comprehensive Benign neck tumour excision,18800
"ENT, Surgical Oncology,",General Surgery,SL,S200061,SL027,Neck dissection SL027C Selective Pharyngeal diverticulum excision,18800
"ENT, Surgical Oncology,",General Surgery,SL,S200061,SL027,Neck dissection SL027D Comprehensive Pharyngeal diverticulum excision,18800
"ENT, General Surgery,",Pediatric Surgery,SL,S200068,SL028,Deep neck abscess drainage/ Post trauma neck exploration SL028A Deep neck abscess drainage,16800
"ENT, General Surgery,",Pediatric Surgery,SL,New Package,SL028,Deep neck abscess drainage/ Post trauma neck exploration SL028B Post trauma neck exploration,16800
"ENT, Surgical Oncology,",Neurosurgery,SL,"S800073,",S200032,SL029 Anterior skull base surgery SL029A Endoscopic CSF Rhinorrhea Repair,26000
"ENT, Surgical Oncology",SL,New Package,SL029,Anterior skull base surgery,SL029B Optic nerve decompression,25500
"ENT, Surgical Oncology",SL,New Package,SL029,Anterior skull base surgery,SL029C Orbital decompression,25500
"ENT, Surgical Oncology",SL,S200050,SL029,Anterior skull base surgery,SL029D Craniofacial resection,25500
"ENT, Surgical Oncology",SL,New Package,SL029,Anterior skull base surgery,SL029E Maxillary swing,25500
"ENT, Surgical Oncology",SL,S200052,SL030,Advanced anterior skull base surgery,SL030A Endoscopic Hypophysectomy,39800
"ENT, Surgical Oncology",SL,New Package,SL030,Advanced anterior skull base surgery,SL030B Clival tumour excision,39800
"ENT, Surgical Oncology",SL,New Package,SL031,Lateral skull base procedures,SL031A Subtotal petrosectomy,24700
"ENT, Surgical Oncology",SL,New Package,SL031,Lateral skull base procedures,SL031B Post-traumatic facial nerve decompression,24700
"ENT, Surgical Oncology",SL,New Package,SL031,Lateral skull base procedures,SL031C CSF Otorrhoea repair,24700
"ENT, Surgical Oncology",SL,New Package,SL032,Advanced lateral skull base surgery,SL032A Fisch approach,39900
"ENT, Surgical Oncology",SL,New Package,SL032,Advanced lateral skull base surgery,SL032B Translabyrinthine approach,39900
"ENT, Surgical Oncology",SL,New Package,SL032,Advanced lateral skull base surgery,SL032C Transcochlear approach,39900
"ENT, Surgical Oncology",SL,S100230,SL032,Advanced lateral skull base surgery,SL032D Temporal Bone resection,39900
ENT,SL,S200036,SL033,Closed reduction / intermaxillary fixation for,fracture of maxilla / mandible / zygoma SL033A Closed reduction for fracture of maxilla,9200
ENT,SL,New Package,SL033,Closed reduction / intermaxillary fixation for,fracture of maxilla / mandible / zygoma SL033B Closed reduction for fracture of mandible,9200
ENT,SL,New Package,SL033,Closed reduction / intermaxillary fixation for,fracture of maxilla / mandible / zygoma SL033C Closed reduction for fracture of zygoma,9200
ENT,SL,New Package,SL033,Closed reduction / intermaxillary fixation for,fracture of maxilla / mandible / zygoma SL033D Closed reduction and Intermaxillary fixation for fracture of mandible,9200
Page 18,Consolidated Master,"ENT, Oral & Maxillofacial","Surgery, Plastic Surgery",SL,S200036 SL034 Open reduction and internal fixation of maxilla / mandible / zygoma SL034A Open reduction and internal fixation of maxilla,14000
"ENT, Oral & Maxillofacial","Surgery, Plastic Surgery",SL,New Package,SL034,Open reduction and internal fixation of maxilla / mandible / zygoma SL034B Open reduction and internal fixation of mandible,14000
"ENT, Oral & Maxillofacial","Surgery, Plastic Surgery",SL,New Package,SL034,Open reduction and internal fixation of maxilla / mandible / zygoma SL034C Open reduction and internal fixation of zygoma,14000
ENT,SL,New Package,SL035,Clinic based therapeutic interventions of ENT,SL035A Turbinate reduction,1200
ENT,SL,New Package,SL035,Clinic based therapeutic interventions of ENT,SL035B Biopsy,1200
ENT,SL,New Package,SL035,Clinic based therapeutic interventions of ENT,SL035C Intratympanic injections,1200
ENT,SL,New Package,SL035,Clinic based therapeutic interventions of ENT,SL035D Wide bore aspiration,1200
Oral & Maxillofacial,Surgery,SM,S1600006,SM001,"Extraction of impacted tooth under LA SM001A Extraction of impacted tooth under LA 500 Oral & Maxillofacial Surgery SM S500076, S1600003 SM002 Sequestrectomy SM002A Sequestrectomy",1500
Oral & Maxillofacial,Surgery,SM,S1600004,SM003,TM joint ankylosis of both jaws - under GA SM003A TM joint ankylosis of both jaws - under GA,15000
Oral & Maxillofacial,Surgery,SM,S1600001,SM004,Fixation of fracture of jaw SM004A Closed reduction (1 jaw) using wires -  under LA,5000
Oral & Maxillofacial,Surgery,SM,S1600002,SM004,Fixation of fracture of jaw SM004B Open reduction (1 jaw) and fixing of plates / wire – under GA,12000
Oral & Maxillofacial,Surgery,SM,S1600007,SM005,Surgery for Cyst & tumour of Maxilla / Mandible SM005A Enucleation / excision / marsupialization for cyst & tumour of Maxilla under LA,2500
Oral & Maxillofacial,Surgery,SM,S1600007,SM005,Surgery for Cyst & tumour of Maxilla / Mandible SM005B Enucleation / excision / marsupialization for cyst & tumour of Mandible under LA,2500
Oral & Maxillofacial,Surgery,SM,S1600008,SM006,Mandible Tumour Resection and reconstruction / Cancer surgery SM006A Mandible Tumour Resection and reconstruction / Cancer surgery,6000
Oral & Maxillofacial,Surgery,SM,S1600005,SM007,Release of fibrous bands & grafting - in (OSMF) treatment under GA SM007A Release of fibrous bands & grafting - in (OSMF) treatment under GA,3000
Neurosurgery,SN,S800047,SN001,Depressed Fracture,SN001A Depressed Fracture,40000
Neurosurgery,SN,S800007,SN002,CranioPlasty,SN002A CranioPlasty with Endogenous graft,20000
Neurosurgery,SN,S800008,SN002,CranioPlasty,SN002B CranioPlasty with Exogenous graft,20000
Neurosurgery,SN,S800051,SN003,Twist Drill Craniostomy,SN003A Twist Drill Craniostomy,15000
Neurosurgery,SN,S800009,SN004,Craniostenosis,SN004A Craniostenosis,28000
Neurosurgery,SN,S800019,SN005,Meningocele,SN005A Anterior,36000
Neurosurgery,SN,S800020,SN005,Meningocele,SN005B Lumbar,36000
Neurosurgery,SN,S800021,SN005,Meningocele,SN005C Occipital,50000
Neurosurgery,SN,S800042,SN006,Surgery for tumour meninges,SN006A Gocussa,50000
Neurosurgery,SN,S800043,SN006,Surgery for tumour meninges,SN006B Posterior,50000
Neurosurgery,SN,S800011,SN007,Duroplasty,SN007A Duroplasty with Endogenous graft,12500
Neurosurgery,SN,S800011,SN007,Duroplasty,SN007B Duroplasty with Exogenous graft,12500
Neurosurgery,SN,S800002,SN008,Burr hole surgery,SN008A Burr hole,7000
Neurosurgery,SN,S800003,SN008,Burr hole surgery,SN008B Burr hole surgery with chronic Sub Dural Haematoma,20000
Neurosurgery,SN,S800012,SN009,Surgery for Haematoma - Intracranial,SN009A Head injuries,55000
Neurosurgery,SN,S800013,SN009,Surgery for Haematoma - Intracranial,SN009B Hypertensive,50000
Neurosurgery,SN,S800014,SN009,Surgery for Haematoma - Intracranial,SN009C Child - subdural,50000
Neurosurgery,SN,S800059,SN010,Excision of Brain Abscess,SN010A Excision of Brain Abscess,36000
Neurosurgery,SN,"S800057,",S800058,SN011,Abscess Tapping SN011A Abscess Tapping,20000
Neurosurgery,SN,S800078,SN012,Epilepsy Surgery,SN012A Epilepsy Surgery,50000
Neurosurgery,SN,S800045,SN013,Brain Biopsy,SN013A Brain Biopsy,15000
Neurosurgery,SN,S800082,SN014,Excision of Orbital Tumour,SN014A Excision of Orbital Tumour,40000
Neurosurgery,SN,S800052,SN015,Excision of Brain Tumor Supratentorial,SN015A Parasagital,50000
Neurosurgery,SN,S800053,SN015,Excision of Brain Tumor Supratentorial,SN015B Basal,50000
Neurosurgery,SN,S800054,SN015,Excision of Brain Tumor Supratentorial,SN015C Brainstem,50000
Neurosurgery,SN,S800055,SN015,Excision of Brain Tumor Supratentorial,SN015D C P Angle,50000
Neurosurgery,SN,S800056,SN015,Excision of Brain Tumor Supratentorial,SN015E Supratentorial & others,55000
Neurosurgery,SN,S800065,SN016,Stereotactic Lesioning,SN016A Stereotactic Lesioning,60000
Neurosurgery,SN,S800040,SN017,Trans Sphenoidal  Surgery,SN017A Trans Sphenoidal  Surgery,50000
Neurosurgery,SN,S800071,SN018,Trans oral Surgery,SN018A Trans oral Surgery,40000
Neurosurgery,SN,S800070,SN019,Transoral surgery (Anterior) and CV Junction,(Posterior Sterilisation) SN019A Transoral surgery (Anterior) and CV Junction (Posterior Sterilisation),55000
Neurosurgery,SN,S800062,SN020,External Ventricular Drainage (EVD),including antibiotics SN020A External Ventricular Drainage (EVD) including antibiotics,30000
Neurosurgery,SN,S800044,SN021,Ventricular Puncture,SN021A Ventricular Puncture,15000
Neurosurgery,SN,S800025,SN022,Shunt Surgery,SN022A Ventriculo - peritoneal,30000
Neurosurgery,SN,S800025,SN022,Shunt Surgery,SN022B Ventriculo - pleural,30000
Neurosurgery,SN,S800025,SN022,Shunt Surgery,SN022C Ventriculo - atrial,30000
Neurosurgery,SN,S800025,SN022,Shunt Surgery,SN022D Theco - peritoneal,30000
Neurosurgery,SN,S800060,SN023,Aneurysm Clipping including angiogram,SN023A Aneurysm Clipping including angiogram,50000
Neurosurgery,SN,S800081,SN024,Superficial Temporal Artery (STA): middle cerebral,artery (MCA) or (other EC - IC) Bypass procedure SN024A Superficial Temporal Artery (STA): middle cerebral artery (MCA) or (other EC - IC) Bypass procedure,60000
Neurosurgery,SN,S800079,SN025,Arterio venous malformation (AVM) excision,SN025A Intracranial,50000
Neurosurgery,SN,S800079,SN025,Arterio venous malformation (AVM) excision,SN025B Intraspinal,50000
Neurosurgery,SN,S800080,SN025,Arterio venous malformation (AVM) excision,SN025C Scalp,25000
Neurosurgery,SN,S800072,SN026,Foramen Magnum Decompression,SN026A Foramen Magnum Decompression,45000
Neurosurgery,SN,S800026,SN027,Skull Traction,SN027A Skull Traction,8000
Neurosurgery,SN,S800066,SN028,Posterior Cervical Discetomy without implant,SN028A Posterior Cervical Discetomy without implant,30000
Neurosurgery,SN,S800067,SN029,Posterior Cervical Fusion with implant,(Lateral mass fixation) SN029A Posterior Cervical Fusion with implant (Lateral mass fixation),50000
Neurosurgery,SN,S800068,SN030,Cervical Disc Multiple level without Fusion,SN030A Cervical Disc Multiple level without Fusion,40000
Neurosurgery,SN,"S800005,",S800006,SN031,Excision of Cervical Ribs SN031A Excision of Cervical Ribs,20000
"Neurosurgery, Orthopedics",SN,S800069,SN032,Thoracic / Lumbar Corpectomy with fusion,SN032A Thoracic Corpectomy with fusion,60000
"Neurosurgery, Orthopedics",SN,S800069,SN032,Thoracic / Lumbar Corpectomy with fusion,SN032B Lumbar Corpectomy with fusion,60000
Neurosurgery,SN,S800018,SN033,Lumbar Discectomy,SN033A Lumbar Discectomy,30000
"Neurosurgery, Orthopedics",SN,S800016,SN034,Laminectomy,SN034A Laminectomy with Fusion,40000
"Neurosurgery, Orthopedics",SN,S800015,SN034,Laminectomy,SN034B Laminectomy with Fusion and fixation,40000
Neurosurgery,SN,S800017,SN035,Neurectomy,SN035A Neurectomy,16000
"Neurosurgery, ENT, Oral &",Maxillofacial Surgery,SN,S800049,SN035,Neurectomy SN035B Neurectomy - Trigeminal,16500
Neurosurgery,SN,S800022,SN036,Micro discectomy,SN036A Cervical,40000
Neurosurgery,SN,S800023,SN036,Micro discectomy,SN036B Lumbar,40000
Neurosurgery,SN,S800027,SN037,Surgery for Spinal Canal Stenosis,SN037A Surgery for Spinal Canal Stenosis,40000
"Neurosurgery, Orthopedics",SN,S800028,SN038,Spine - Decompression & Fusion,SN038A Spine - Decompression & Fusion,40000
"Neurosurgery, Orthopedics",SN,S800029,SN038,Spine - Decompression & Fusion,SN038B Spine - Decompression & Fusion with fixation,40000
Neurosurgery,SN,S800032,SN039,Spine - Extradural Haematoma,SN039A Spine - Extradural Haematoma,30000
Neurosurgery,SN,S800033,SN039,Spine - Extradural Haematoma,SN039B Spine - Extradural Haematoma with fixation,30000
Neurosurgery,SN,S800036,SN040,Spine - Intradural  Haematoma,SN040A Spine - Intradural  Haematoma,40000
Neurosurgery,SN,S800037,SN040,Spine - Intradural  Haematoma,SN040B Spine - Intradural  Haematoma with fixation,40000
Neurosurgery,SN,S800030,SN041,Spine - Extradural Tumour,SN041A Spine - Extradural Tumour,30000
Neurosurgery,SN,S800031,SN041,Spine - Extradural Tumour,SN041B Spine - Extradural Tumour with fixation,30000
Neurosurgery,SN,S800034,SN042,Spine - Intradural Tumour,SN042A Spine - Intradural Tumour,40000
Page 19,Consolidated Master,Neurosurgery,SN,S800035,SN042 Spine - Intradural Tumour SN042B Spine - Intradural Tumour with fixation,40000
Neurosurgery,SN,S800038,SN043,Spine - Intramedullar Tumour,SN043A Spine - Intramedullar Tumour,50000
Neurosurgery,SN,S800039,SN043,Spine - Intramedullar Tumour,SN043B Spine - Intramedullar Tumour with fixation,50000
